asin,date,rating,size,width,color,text,title
B00ES82H6K,"August 28, 2015",5,11,D(M), White/Black/Royal,ASICS makes the best overall running shoe. I have worn Gel-Nimbus for many years and they always exceed expectations.,Great Shoe
B00ES82H6K,"March 1, 2015",4,10.5,D(M), Island Blue / Lightning / Lime,"Pretty good revision.  I like the arch support of the 15 a lot more.  When I run greater than about 6 miles on the Nimbus 16, I notice some minor pain on my arches I didn't see in the Nimbus 15.  My socks also have some rub marks where the fluorescent color rubbed onto it.  Hopefully will go away as the shoe wears or I will have to limit runs in these shoes to sub-5 mile runs.","Good, Not Great though."
B00ES82H6K,"July 18, 2015",5,12.5,D(M), Blue Print / Flash Orange / Black,This my 2nd pair of Gel-Nimbus 16 Asics.  Awesome comfort. I am almost 67 and on my feet most of the day interfacing with customers.  These shoes are the most comfortable shoes I gave owned in years.  No more Nike for me.  Comfort and support rules.  I am ordering a third pair of different color for business casual wear.  Highly recommend,This is the perfect pair for us pre-geezers
B00ES82H6K,"June 3, 2015",4,9,D(M), Titanium/Black/Red,Great shoe runs slightly small. But I'm discovering most running shoes of this style are 1/2 size short.,Fits 1/2 size small
B00ES82H6K,"March 10, 2015",3,13,4E, Titanium/Black/Red,"Unfortunately these were too narrow for me. I thought the esthetics were nice and the quality seemed good but these just didn't work for me. For a 4E, these are definitely not that wide. I have some extra wide shoes from Nike which are much more comfortable.",not that wide
B00ES82H6K,"June 26, 2015",5,14,4E, White/Black/Royal,"I had these referred to me by a friend, and they are seriously some of the most comfortable tennis shoes I have ever owned. Couldn't recommend highly enough. (One thing to note is that that stain pretty easily, so if you are a character from Saved by the Bell and are planning to wear these with formal wear...they might not be right for you.)",and they are seriously some of the most comfortable tennis shoes I have ever owned
B00ES82H6K,"October 25, 2015",5,9.5,D(M), Titanium / Black / Red,"These shoes provide great support and feel great when I'm on the elliptical or arctrainer. They are very light and very comfortable. I've only ever worn them at the gym, so I can't speak to how they would be for all-day, every-day wear. But as general ""gym shoes"" these have proven to be a great buy.",These shoes provide great support and feel great when I'm on the elliptical ...
B00ES82H6K,"April 9, 2015",5,10.5,2E, White/Black/Royal,"I upgraded from another Asics shoe, GT2000, 10.0 2e which was too small.  I ordered these in 10.5.  The last is slightly larger than typical Kayano and GTs.  Shoe is a little wide and heel structure is much softer than others.  I had walked about 4 miles in these, when I realized they were probably a little too big.  A nice show, but not GT/Kayano quality.",Nice shoe...but
B00ES82H6K,"January 27, 2015",5,11,4E, White/Black/Royal,Under-pronator and high arches; This is your shoe!The ASICS Men's Gel-Nimbus 16 with the blue and black soles show a perfect wear pattern right down the middle after 120 miles. The New Balance 993's with the grey and black soles show the typical outboard under-pronation wear pattern. See the photos.I did find that 1/2 size larger than the New Balance gave a similar fit.,Under-pronator: The ASICS Men's Gel-Nimbus 16s  show a perfect wear pattern right down the middle after 120 miles
B00ES82H6K,"July 26, 2015",5,11.5,D(M), White/Black/Royal,Our family is full of runners and so we go through lots of different types and brands of shoes trying to find the right fit and feel. I am a neutral runner and run typically 5+ miles each time I go out. These shoes feel great and provide a good balance of support. Will purchase another pair once I run this pair into the ground.,A good balance of support for a neutral runner
B00ES82H6K,"August 13, 2015",5,10.5,D(M), Black / Onyx / Orange,"This is my third pair of Gel Nimbus shoes and I love them.  Very comfortable and the fit is as expected.  My other two pairs would still be around today if I didn't have to wear an ankle brace to run.  The brace roughs them up and shortens the lifespan, but I still got three years of heavy use out of each previous pair.",... my third pair of Gel Nimbus shoes and I love them. Very comfortable and the fit is as ...
B00ES82H6K,"November 20, 2014",5,10.5,D(M), Titanium/Black/Red,"I've been running in the ASICS Gel-Nimbus for years and knock on wood; basically injury free.  I've completed 38 marathons and one 50 miler and they have never let me down.  The latest version, 16, continues to carry me on through the miles.  The fit is ture and a 10.5 is a 10.5 for me.  If it isn't broke don't fix it.  Find a shoe that works and stick with it.  Love the NIMBUS 16.",These have been my shoes for 8 years now
B00ES82H6K,"July 1, 2015",5,10.5,D(M), Island Blue / Lightning / Lime,"I am a slow runner, suffer from injuries often, and usually pace myself at 13 minutes per mile. I can bounce with these shoes, and they provide great support for me. I underpronate, and run long distance. My timing is 10 minutes per mile now, and doing SF marathon in four weeks. Now, I hope can run 300 miles before they retire.",I love it!
B00ES82H6K,"November 17, 2014",5,12,D(M), Island Blue / Lightning / Lime,No break-in period needed with ASICS.  ASICS are the most comfortable shoes I've ever owned.  Go to ASICS's website to learn about pronation and order the right shoes for you.  I own several pairs of ASICS shoes and The Gel-Nimbus has more cushion and is more comfortable than their lower cost shoes you'll find at department stores.  I wish ASICS would make hiking boots and shoes.,ASICS are the best
B00ES82H6K,"May 26, 2015",5,12,4E, White/Black/Royal,I love the Nimbus and amazon made this purchase possible by delivering on time at a reasonable price. I'll probably buy a 2nd pair before they run out of stock. I have a big and wide foot so having the ability to choose the 4E option made this a no brainer.  I used these shoes to walk over 5 miles this weekend and my feet feel great!,"Love the Nimbus, love the service!"
B00ES82H6K,"July 12, 2015",5,11.5,4E, White/Black/Royal,"These shoes are light and I wear them for my treadmill fitness exercise, as well as my trail hiking outdoor. They are of better quality from my other athletic shoes so far, twice the price but worth the buy. I give these shoes my Five-Star recommendation (with a separate confidential Seller's feedback as a side note...).",They are of better quality from my other athletic shoes so far
B00ES82H6K,"December 7, 2015",4,10,4E, White/Black/Royal,"I like the shoes, but they fit a little bigger than the same size GT-1000 which I find interesting.  Might be that they have more cushioning around the foot that your foot can press into.  They do have improved under-foot cushion compared to the GT-1000 as well, which was expected.","Good shoes, slightly large."
B00ES82H6K,"August 11, 2015",3,12.5,4E, White/Black/Royal,"These shoes do not fit as well as I would like so consequently I don't wear them very often. They are okay quality but I would probably go up a half size from what I bought to make them more comfortable. However, I probably would not buy another pair even if they did fit (note I have very hard to fit wide feet)",Barely okay shoe
B00ES82H6K,"June 3, 2015",4,10,D(M), Black / Onyx / Orange,"I have plantar fasciitis and use an orthotic so I don' t know how good the arch support is without it.  I can say that I had to stop running for a year because of the condition, and when I started running with the new Asics with the orthotic I have had no exacerbation of my plantar fasciitis.  I am now up to 5 miles on my run.",... use an orthotic so I don' t know how good the arch support is without it
B00ES82H6K,"June 29, 2015",5,10.5,D(M), Island Blue / Lightning / Lime,"This is my Eighth (8th) Pair within the NIMBUS series.  I Purchased them ON-LINE on June 17th, 2015.  Currently, I RUN/WALK/HIKE over Twenty-Eight (28) Miles per week- every week- Seven Days per week and have continued this practice for over Three (3) Years.  Realizing that up-to Two-Thirds (67%) of Runners suffer an Injury yearly, the APPROVAL by the AMERICAN PODIATRIC MEDICAL ASSOCIATION of this Model was extremely important to me!  The NIMBUS 16s have the largest Forefoot SILICONE GEL-CELL units ever placed in a GEL-NIMBUS series!  At a Weight of 11.4 ounces per Running Shoe, the NIMBUS 16s are comparable to my NIMBUS 15s at 11.5 Ounces per Running Shoe, but Lighter than my ASICS- KINSEI 4s at 11.9 ounces per Running Shoe.  In comparison- my NIMBUS 16s are even more Elegant, more Complex, more Attractive and more Sophisticated than my NIMBUS 15s (LITE-SHOW). The Dark Blue SILICONE GEL-CELLS are more fully delineated to emphasize the over-sized SILICONE GEL-CELLS!  My NIMBUS 15s (LITE-SHOW) were Manufactured in CHINA; whereas my NIMBUS 16s were Manufactured in VIETNAM.  As expected, the Construction of the NIMBUS 16s is Excellent, the Design is first-class, the Technology is Superior, the Materials & Fit are top-flight and the Colors are (i) Deep, (ii) Rich, and (iii) Vibrant!  As always, with the (JAPANESE) ASICS Brand: YOU GET WHAT YOU PAY FOR (PRICE versus VALUE)!!!","ELEGANT, STYLISH and A.P.M.A. APPROVED !"
B00ES82H6K,"May 5, 2015",5,12,D(M), Island Blue / Lightning / Lime,"I'm sure everyone tells you what 'unique feet' they have, but these fit my special unique snowflake feet really well, and they have great cushioning.  They're a little more neutral than I would prefer, because I'm an extreme overpronator, but they still work for me. I tried the 15's and the 17's and didn't like them nearly as much.",and they have great cushioning. They're a little more neutral than I ...
B00ES82H6K,"April 30, 2016",4,11,D(M), White/Black/Royal,Fit as I expected as I have wide-ish feet. I read many online reviews on these ASICS before purchasing.I was looking for a very cushioned shoe for running as I have a bit of underpronation.Very happy with these shoes!,Very happy with these shoes
B00ES82H6K,"June 16, 2015",4,13,D(M), Island Blue / Lightning / Lime,Good shoes overall. Have not yet really put them through their paces. Fit is snug but not too tight. Great for running or jogging. Impact is reduced and knees are not sore when using these shoes. Very comfortable and look amazing. This is my second pair of Asics. I think I am a brand fan. They have yet to disappoint.,A sound mind in a sound body...
B00ES82H6K,"July 14, 2015",4,11,2E, White/Black/Royal,The shoe is very cushioned!  Nice look!  Lightweight!  I like the shoe but they are NOT for runners who need control and arch support.  I wanted to use them 5 days a week but won't be able to.  I will use my New Balance 3 days (lots of motion control and support) and these 2 days.  I really love the look!  :),Nice look! Lightweight
B00ES82H6K,"April 13, 2015",4,15,4E, White/Black/Royal,So far so good.  I will follow up after a couple of months of hardcore use.,So far so good. I will follow up after a couple of ...
B00ES82H6K,"March 6, 2017",5,12,D(M), Island Blue / Lightning / Lime,best,Five Stars
B00ES82H6K,"June 18, 2017",5,7,D(M), Titanium/Black/Red,The best shoes for run i ever have ???,Five Stars
B00ES82H6K,"March 15, 2015",5,11,D(M), Island Blue / Lightning / Lime,"Arrived in perfect time, very pleased with this shoe. Tried other models and brand at retail stores, but had to return two pairs for poor fit or irration. The store did not have this model.  I find the Gel Nimbus the best fit and comfort for me. I replaced my old worn out Gel Nimbus and at a better price than any retail store.",Nice Job!
B00ES82H6K,"February 18, 2015",4,15,D(M), Titanium/Black/Red,"I'm having a tough time not giving the Nimbus 16's a 5 Star rating,  but just being honest the older versions of the Nimbus are just more comfortable. I get that they've cut the weight down for a comfort/light shoe ... but they might have sacrificed a tad too much. Still, with that said I still love the Nimbus and will buy them again.",Huge Nimbus Fan ... I like previous versions better though
B00ES82H6K,"August 2, 2015",5,11.5,2E, White/Black/Royal,"True to size and these are very comfy, I use them not for running but for Elliptical use (bad knee). Every time I put them on  my feet feel like they are walking on cloud (seriously), I never felt that way with Nike and or Reebox shoes. Asics are now my shoe of choice and recommend them to all.",Every time I put them on my feet feel like they are walking on cloud (seriously)
B00ES82H6K,"April 7, 2015",5,7.5,D(M), Island Blue / Lightning / Lime,"It is comfortable wearing. Though the color is not as bright as the picture, I still think it is pretty look for running. It makes me walk lightly. I think the ASICS shoes are all a little tight, so I chosen a half size bigger than my other brand running shoe. And the choice is correct. Anyway, an excellent running shoe.",It is comfortable wearing. Though the color is not as bright ...
B00ES82H6K,"April 15, 2015",5,13,D(M), White/Black/Royal,"Awesome shoes. It is my second Asics Nimbus, and won't be the last one. I have been using a lot my older one for more than 4 years and it is still usable. It has all the cushioning I need to walk and stand all day long, it is breathable, and its width fits perfectly. Good to go to shool, walk arround the city, run, ...",Awesome shoes.
B00ES82H6K,"May 30, 2015",5,12.5,D(M), Titanium/Black/Red,"Husband tried on in retail store and bought online from Amazon.  Just a great fitting shoe with great cushioning for a 225 pound jogger/walker.  Bought 2 pairs, different colors and are worn everywhere possible.  68 year old legs, knees, etc need protection when running and these are doing the job very well.",Great all around running shoe
B00ES82H6K,"July 23, 2016",5,9,D(M), White/Black/Royal,Husband loves these! This is his fourth pair and I'm sure many more to come! He loves how they're comfy from the first time he wears them! Also helps with back and feet pain standing  on hard shop floors.,Comfy from the start!
B00ES82H6K,"June 20, 2015",3,10.5,D(M), Titanium/Black/Red,I've been buying Asics for years this pair only lasted about 3 months before I ripped holes through the sides why my toes. I think I'll be switching back to the gel frantic,"still a loyal customer, but this shoe disappointed"
B00ES82H6K,"July 21, 2015",5,10.5,4E, Titanium/Black/Red,I have flat feet and put inserts in them for my arches.  These are great shoes for high or low mileage runners  I have a somewhat neutral stride from outside heel to toe off.  The heel pad is in a great position for this or a neutral runner.  The nimbus 16 does not disappoint and the color was great in a 4E shoe.,These are great shoes for high or low mileage runners I have ...
B00ES82H6K,"March 27, 2015",5,10.5,D(M), White/Black/Royal,"Usually Asics (this is my second pair) run a little small, but once you determined your right size (I went to a shoe store to try them out first), they fit quite well.Great price (and timing) on amazon, bought them at $86.00 dollars from an original price of $150.00.Really, the best running shoes I've owned.","Great running shoes, try them out, you'll be quite pleased."
B00ES82H6K,"February 6, 2015",4,9.5,4E, Titanium/Black/Red,"Perfect fit for my wide foot.  Finally a pair that doesn't start hurting after and hour or two.  :o)  They seem to be well built by today's standards, have very good cushioning that I hope will last a long time, look good, have good support.  I only wish they were USA made........  that's the only reason for 4 star instead of 5.",Perfect fit for my wide foot
B00ES82H6K,"November 7, 2014",5,12,2E, White/Black/Royal,"I have plantar fasciitis and pain on my feet if I don't have the right shoes.  I like to wear sandals at home, but those cause me pain.I just put on the shoes to get rid of the pain, that is how good these shoes are.In less than an hour the pain is gone and I can enjoy walking again.  I will keep buy them and I recommend to any one.",Nice shoes and nice fit
B00ES82H6K,"October 8, 2015",5,9.5,D(M), White/Black/Royal,"love them so much i've bought them twice. they are my go to running shoe, i train in them and i run all my races. (10k and half marathons). they are a little heavier than some of my other sneakers but these provide just the right amount of padding and arch support for me.",love them so much i've bought them twice
B00ES82H6K,"April 16, 2015",5,10,D(M), White/Black/Royal,"Have used Asics for a long time for running and cross training due to cushioned support. I normally wear a 9.5 shoe size but have found, at least for me, that I get a much better fit in the Asics when I order a half-size larger. Just ordered on line, and received a size 10 Nimbus 16, and they fit and feel great!",Great shoe...may need to go half size larger!
B00ES82H6K,"October 5, 2015",5,10,D(M), White/Black/Royal,I tried to support my local running store by buying this shoe through them.  I was very disappointed in the nimbus 17's. I was able to get two pair of these shoes through Amazon for the price of the 17's and I like the color and more importantly the fit so much better,a comfortable sneaker to stand in
B00ES82H6K,"January 30, 2015",4,14,2E, White/Black/Royal,The arch support did not feel as good as my Brooks but not bad.,OK
B00ES82H6K,"May 26, 2015",4,10.5,4E, White/Black/Royal,"These white running shoes stand out more than the ridiculous neon colors which are popular these days.  Unfortunately, it appears that the only color (shade-tone) the 4E Nimbus shoe comes in is white.  I feel like I need a white patent leather belt to match.  Otherwise they are a great quality shoe.",I feel like I need a white patent leather belt to match
B00ES82H6K,"August 9, 2015",5,12,4E, Titanium/Black/Red,I switched to Asics several years ago and the Nimbus the last 3 pairs. I didn't move up to the 17 this year because the fabric looked too thin and not heavy duty enough for all day use.With Asics I need to go wider and longer than normal street shoes and other brands.,Good all around shoe
B00ES82H6K,"June 21, 2015",5,12.5,D(M), White/Black/Royal,"They are very comfortable, but the soles seem like they are wearing out fast. I have only had them about 2 or 3 months and there is a significant amount of wear. But I think this is the price you pay for such sole. To me, the comfort far out wieghs to sole life. I will purchase another set.",Soles are wearing out quickly but I still love the shoe.
B00ES82H6K,"June 9, 2015",5,11,4E, Titanium/Black/Red,"Great purchase. Fit as expected. Totally satisfied with price, shipping, and great customer service. Most comfortable shoes I have purchased for fast walking and gym use on tread mill.  Would highly recommend for users who need extra cushion in the heels and ball of foot. The Gel is wonderful.",Great purchase. Fit as expected
B00ES82H6K,"October 28, 2015",5,9.5,D(M), White/Black/Royal,Excellent shoe for all the crossfit activities. I used it for the outdoor sport(Cricket) it was great on my feet and solved my purpose.The gel provided great cushion to the feet and reduced the pain. I would strongly recommend this product to anyone.,Great Gel Shoe!!!
B00ES82H6K,"December 3, 2015",4,6.5,D(M), Chinese Red / Black / Flash Green,"Nice shoes, but a bit over-priced. I've worn Asics much cheaper than this one and I can't tell the difference between comfort and performance. All are the same. I'll most likely opt for the cheaper Asics in the future, after this one is worn out.","Nice shoes, but a bit over-priced"
B00ES82H6K,"April 13, 2015",5,14,D(M), Titanium/Black/Red,Great pair of shoes! I've run marathons in the earlier versions of this shoe and have gone back to them after reading bad reviews on the newest version of the Kensei. I'm on my feet all day on concrete floors and these shoes definitely ease the stress and pain my feet endure in other types of shoes.,Great pair of shoes
B00ES82H6K,"April 8, 2015",5,11.5,D(M), Black / Onyx / Orange,Worth every penny. I decided to invest in shoes with a reputation to hold up to high standards regardless of cost. If you are looking for high quality and comfort and are willing to pay for it these are the shoes. As soon as I wore the first pair one day I ordered a second pair in an alternate color.,If you are looking for high quality and comfort and are willing to pay for it these are the shoes.
B00ES82H6K,"May 3, 2015",5,11.5,D(M), Titanium/Black/Red,"I've used the Nimbus exclusively since I tried the Nimbus 12 many years ago and they keep getting better. These are a little stiffer than the previous models but still provide great cushion. As a 49-year old with sensitive feet, I need that cushion and these still provide it for several months.",... Nimbus 12 many years ago and they keep getting better. These are a little stiffer than the previous ...
B00ES82H6K,"May 23, 2015",5,11,D(M), Black / Onyx / Orange,These are my favorite running shoes! After buying my first pair three years ago when I started running again I haven't purchased anything else. They hold together (I still have my first pair and wear them as everyday sneakers). Good cushioning and they don't require any break in period.,Won't buy anything else
B00ES82H6K,"August 18, 2015",5,10.5,4E, Titanium/Black/Red,My dad loves these shoes. He has a hard time finding his size. I guess they sell out fast. He enjoyed how easy it was to click on his size and a few days later they were comfortably on his feet. He does have some screws in his feet. These make him more comfortable.,good shoes
B00ES82H6K,"April 27, 2015",4,11.5,D(M), Titanium/Black/Red,"Good shoe, fits a tiny bit small.  It's more of a neutral shoe and it didn't work for me well as I needed, so I went to the Kayano which is a stability shoe.  It's a good shoe for a neutral runner, which I am not, so I had some knee soreness.  Great service on the return, love me some prime!",Good shoe - for neutral runners
B00ES82H6K,"June 6, 2015",4,14,D(M), White/Black/Royal,Asics has been my preferred brand for many years but am not real happy with all the new choices - ie. what happened when it was time for GT-2180 the style I was familiar with. Now I have to try finding some sales resource to judge what new stlye to choose. I hope nimbus - 16 works!,Who knows the new shoes
B00ES82H6K,"June 16, 2015",5,11,4E, Titanium/Black/Red,"I have a flat foot and a wide foot (4E), thus my options are limited in the running shoe department. These shoes are awesome. Four runs completed and my feet/ankles do not hurt (which was a problem with my Brooks). They look great, feel good while running, and are light weight.",Great for those with a flat foot and/or wide foot
B00ES82H6K,"January 18, 2017",1,15,D(M), Island Blue / Lightning / Lime,"Was not the shoe I ordered. Very disappointed. The shoe box and order form was right, but not the shoes I ordered. Don't think I will buy again.",Very disappointed. The shoe box and order form was right
B00ES82H6K,"June 16, 2015",4,11,2E, White/Black/Royal,"I like the shoe, very supportive.  They are just a bit smaller than what I normally get for the size I ordered.  Little bit shorter, a little bit more narrow. I got size 11 2E, probably should have got 11 1/2  4E.  They may stretch some as I wear them, so hopefully will be OK.",I like the shoe
B00ES82H6K,"December 9, 2015",5,12,D(M), White/Black/Royal,"I've owned these shoes for a couple of months now and I use them for general purpose walking and also for running on the treadmill.they are also a nice-looking shoe.  if I've ever owned a better shoe, it doesn't come to mind.",great for running or walking
B00ES82H6K,"July 16, 2015",4,12.5,4E, White/Black/Royal,"i have Nimbus 15 size 12 4E, and I ordered the same size for the Nimbus 16.  The 16 is a little bit more tight on the toe box.  I exchanged it for the 12.5 4E and it feels great.  The shoe is comfortable and provides good support for a neutral/slight overpronator.",Nimbus 16 fits smaller than 15
B00ES82H6K,"February 24, 2015",5,11,D(M), Island Blue / Lightning / Lime,Excellent shoes! Just what you expect from Asics.,Five Stars
B00ES82H6K,"March 9, 2016",4,12,D(M), White/Black/Royal,"This Nimbus was not as cushioned as the other colors. It gave a good run, but I had to buy a new pair sooner than expected. Think twice on the white pairs for cushion. I have owned 30-40 Nimbus so I know!",Needs more cushion and to last!
B00ES82H6K,"May 3, 2015",5,11.5,D(M), White/Black/Royal,Excellent value ~ saw the same shoe this weekend at a sports footwear store for 1/3 more!  Shoes came in a timely manner with a Sunday delivery!  ASICS is the only sport shoe that my husband has worn for more years than I can remember.  But first time purchased at Amazon. com!,Excellent value ~ saw the same shoe this weekend at ...
B00ES82H6K,"September 17, 2014",5,11,D(M), Titanium/Black/Red,"I have been nursing a ""bum"" heel for 6 months ... tried different shoes, orthotics, gel inserts and more. Finally I have a shoe that let's me get through a workout and I am not crawling. A very comfortable, stable and reliable shoe.",The answer
B00ES82H6K,"June 20, 2016",3,15,D(M), Titanium/Black/Red,The shoes were comfortable but the material started to rip within a month of wearing them to the gym three days a week for hour and half at a time. Over all they are a good shoe.,The shoes were comfortable but the material started to rip within a month ...
B00ES82H6K,"June 25, 2015",5,11.5,4E, Titanium/Black/Red,"as usual, standard asics running shoes.been using gel nimbus for more 6 years now.i dont feel any difference compare to previous generation with exception of more cushion which is great for heavy runners.prefer this color though compare to white.",great neutral running shoe with good amount of cushion
B00ES82H6K,"May 25, 2015",5,9.5,2E, White/Black/Royal,"These shoes are great.  Asics fit my feet better than any other brand.  The Nimbus seems to have a slight bit more gel/padding than the Cumulus which I have been wearing.  Very satisfied with these shoes, their quality and most importantly the support they give my feet.",These shoes are great. Asics fit my feet better than any other ...
B00ES82H6K,"June 3, 2015",4,11,4E, Titanium/Black/Red,"Very nice product. I've had asics before and also liked them. These particular shoes seem to be a little narrow considering I ordered 4E width. I've always had trouble finding shoes that have a wide enough toe box though. All this aside, I would still recommend Asics.",Very nice product. I've had asics before and also liked ...
B00ES82H6K,"May 20, 2015",2,10.5,2E, White/Black/Royal,Ordered 2E width because had problems with D width.  I returned these shoes because I could not tell any difference in width over D width.,Ordered 2E width because had problems with D width. ...
B00ES82H6K,"June 24, 2015",5,11,D(M), Black / Onyx / Orange,Good shoes.,Five Stars
B00ES82H6K,"August 24, 2014",4,12,4E, Titanium/Black/Red,"I ordered size 12 4E.  Maybe it's because my feet are in bad shape right now due to being on them more than normal, but these seem to need to be stretched out.  My old Asics size 12 4E did not need to be stretched.  It's still a great shoe, I just need to either get off my feet for a couple days or give them a little stretch.",Maybe it's because my feet are in bad shape right now due to being on them more ...
B00ES82H6K,"October 30, 2014",3,8,D(M), White/Black/Royal,For years I wrote an 8 in Asics.  These were slightly small which actually makes them a better fit then the last few pairs of Asics I bought that were very small.  And I'm not a serious runner but speaking as someone looking for a comfortable pair of sneakers to wear around these are ridiculously overpriced.,Nice sneaker a little small and overpriced.
B00ES82H6K,"February 14, 2015",5,9,2E, White/Black/Royal,Perfect. Just what we wanted.,Five Stars
B00ES82H6K,"January 16, 2016",5,13,D(M), Titanium/Black/Red,"My husband runs a lot outside. He said these are the most comfortable shoes he's ever owned.  And he's a big guy at 6'2"" and 240 pounds. He also has foot problems. He was very impressed with this gift!",He said these are the most comfortable shoes he's ever owned
B00ES82H6K,"August 2, 2016",5,11,2E, White/Black/Royal,This shoe is like wearing a cloud.Unbelievable comfort and proper supportGreat fit for my wide footI will stay with the Nimbus line forever,This shoe is like wearing a cloud
B00ES82H6K,"February 2, 2015",5,10.5,D(M), White/Black/Royal,Love these shoes this is my fourth pair. Use one to train and run a half marathon and the others for work since I'm on my feet all day. It is a great pair of neutral sneakers that have a good balance of outer support and cushion. Doubt I'll ever get any other type of running sneakers,Best sneakers I've ever owned
B00ES82H6K,"November 13, 2015",2,10,D(M), White/Black/Royal,"I've been using Asics Cumulus for a long time and now wanted to try Nimbus. same size. Unfortunately Cumulus doesn't match with Nimbus and I had to return this Nimbus. Under the same size number, this are much longer",I've been using Asics Cumulus for a long time and ...
B00ES82H6K,"August 24, 2015",5,13,D(M), White/Black/Royal,I really like this product. The colors are great. I have received a number of compliments on the looks. I had achillies tendon issues and the Asics sneakers have been a great help and enabled me to work out as hard as I want to again.,I recommend these Asics
B00ES82H6K,"March 30, 2015",5,12,D(M), Island Blue / Lightning / Lime,I have always worn the nimbus series shoes and even though the shoe is updated every year I lobe how the sizes basically stay constant. I just ran a 17k this past weekend and the shoes stood up well.The only add on is that I have some arch support inserts.,Comfortable and resilient.
B00ES82H6K,"July 6, 2016",4,13,D(M), White/Black/Royal,This is my first pair of ASICS and I really like them. I used them as running/workout shoes and find them to be comfortable. I would probably buy ASICS again.,Running/workout shoes
B00ES82H6K,"May 13, 2015",4,10.5,D(M), White/Black/Royal,The shoe seems to offer the support and structure I need to support and cope with recurring plantar faciitis.  I am also prone to supination which it also seems to counter rather well.  Overall the best shoe I have tried for my aforementioned foot problems.,Overall the best shoe I have tried for my aforementioned foot problems
B00ES82H6K,"June 1, 2015",5,10,4E, Titanium/Black/Red,Great sneakers. I have wide feet and generally stick with NB due to Plantars. So glad I tried these. A generous enough toe box and great support.,Asics Nimbus. Love this Shoe.
B00ES82H6K,"June 7, 2015",5,9.5,D(M), White/Black/Royal,These are REALLY nice jogging shoes. They are well padded and feel great on my feet. Asics makes the best running shoes in my opinion and these are top of the line. My heels used to bother me after a long jog however these shoes helped clear that up.,These are REALLY nice jogging shoes
B00ES82H6K,"February 26, 2016",5,9.5,D(M), Titanium / Black / Red,Excellent running shoes. I trained over 30 miles a  week for 6 months. Just run Houston Aramco half marathon in January. Will recommend to anyone. Will buy them again in the near feature.,Excellent running shoes
B00ES82H6K,"June 10, 2015",5,8.5,D(M), Titanium/Black/Red,"I am a woman who runs with a men's shoe because of the wider toe bed.  I've not worn any other brand but Asics.  This is the first time I've ever ordered running shoes online, and SO glad I did!  I got a great deal on some EXCELLENT running shoes!!!",and SO glad I did
B00ES82H6K,"February 8, 2015",5,10.5,D(M), Island Blue / Lightning / Lime,"These are the best shoes ever. So comfortable that I consider wearing them with everything even though they are my workout shoes. Also allow haters to see you from further as they are brightly colored. Worth the money, they are an investment in comfort, style, and badassery.","Comfort was in the market for new shoes and bought these, 'cause they are SO LEGIT!"
B00ES82H6K,"March 23, 2015",5,13,D(M), Titanium/Black/Red,Perfect for running!,Five Stars
B00ES82H6K,"May 21, 2015",5,11.5,D(M), White/Black/Royal,I have a tennis shop and I carry Asics Tennis shoes in my shop so I thought I would give their running shoes a try. They're awesome! Sooo comfortable. If they keep making them like this I don't see myself buying any other running shoe again......ever!!,Great Shoes!
B00ES82H6K,"October 8, 2014",5,9.5,D(M), White/Black/Royal,"I like this pair of shoesRunning is very comfortable£¬Very soft, elasticColor feeling a little too white ah",Very comfortable shoes
B00ES82H6K,"June 14, 2015",5,9,D(M), White/Black/Royal,"How can I demand more? it is the best running shoe I ever wore. good rebount reflection/super suport. the only shortage is breathability is not as expected as I thought it should be. anyway,it is still one pair of good shoes you deserve to own it",it is the best running shoe I ever wore
B00ES82H6K,"July 29, 2015",1,11,2E, White/Black/Royal,Made of below average material inside shoe especially in back of shoe. Wear out before 150 miles. I average 50 miles per month.,Below average quality material inside shoe!!
B00ES82H6K,"October 26, 2014",4,11,D(M), Island Blue / Lightning / Lime,Well in a way i was disappointed a little.. I've only been on one run with these so this is a little early to evaluate i think.. I've always loved the Nimbus line.. For years in the beginning i bought the GT's. But than one day at the running store the girl told me i should use the Nimbus.. I have a pretty high arch.. First off these are a much firmer riding shoe.. not the running on a cloud i used to feel with them.. I also experienced right heel  slippage .. i noticed my sock was sliding down into my shoe..holy geez i'm thinking i've never had this happen with these shoes before.. but after 3 miles it seem to stop.. so maybe my foot just needed to fit in i guess i would say.. the toe area is a little more roomier also.. They felt more like a Brooks Glycerin which i was trying to get away from.. I hope my next run will feel much better in these..,Been running in Nimbus's for over 25 years
B00ES82H6K,"September 22, 2015",5,10.5,D(M), Titanium/Black/Red,"Love gel-nimbus for road running. When I switched to these years ago, my shin and knee issues were resolved.",Love gel-nimbus for road running
B00ES82H6K,"October 22, 2014",5,10.5,4E, Titanium/Black/Red,"If you are looking for a daily running shoe, look no more. The Asics GEL-Nimbus is amazingly comfortable. It cushions the foot perfectly and provides an even balance.The priced dropped about $20 since I bought it. Amazon customer reps were able to match the new price with no hassle.",Perfect Fit!
B00ES82H6K,"October 8, 2015",5,9,D(M), Titanium/Black/Red,"Fantastic shoe.  If you are a supinator, this is the shoe for you.  I had been wearing the Cumulus model for years and switched to the Nimbus, they seem to last longer, and I feel I get a bit more support with them.",Fantastic shoe. If you are a supinator
B00ES82H6K,"September 21, 2014",5,10.5,D(M), Black / Onyx / Orange,Works well even with my plantar fasciitis!,Great fit
