asin,date,rating,size,width,color,text,title
B0009ZAHFE,1-May-17,4,8.5,M,Black,"very comfortable but wear out quickly, I got a hole where the arch",Four Stars
B0009ZAHFE,24-Jan-08,5,7,M,Black,"I bought these for Zumba classes because regular sneakers are clunky and stick to the floor, making it difficult to pivot, slide, and shake to the latin beat. I'm enjoying the class so much more with the right shoes. According to the Zumba instructor, these shoes shouldn't be worn for other fitness classes, so the price offered on Amazon.com was just right. My street shoe size is 8; and based on the reviews I read, I bought a size 9, and they fit.6/5/2010 - I am on my second pair!! The first pair lasted through 2-3 Zumba classes per week, AND when they got a little stinky, I'd throw them into the wash (cold water gentle cycle). Great shoe for a great price!",Comfortable with good support
B0009ZAHFE,4-Apr-16,4,10,M,Black,"Good shoe, study, i bought another one that was cheaper i think it was some china brand it was horrible, i returned it immediately, but this one was good, i would reccommend other people to buy dancing shoes from a known brand who knows what theyre doing, the arc support is good, just slippery on studio floors.","Good shoe, study"
B0009ZAHFE,12-Aug-14,4,9,M,Black,"I wear an 9 in sneakers, and I had to order a 10-1/2 in these. I don't understand why the sizing issue?",Sizing is way off!
B0009ZAHFE,22-Feb-11,4,8.5,M,Black,"I have wider feet (don't necessarily always get a wide, but they need to be a wider brand like new balance or keen) and was worried about the sizing.  Thanks to the previous reviews, I got them 1 1/2 sizes bigger than my normal size and they are great.  I know another girl in my class got them 1 size bigger and they are fine for her.  I think your preference of shoe fit is important as well as width to consider...if you like them snugger, so smaller, but if you are like me and hate tight shoes, then go with the bigger.  The do get warm, so expect that your feet will get sweaty.  I love that they work for me both in the studio and on the carpet here at home, though.  Overall, I'm very happy with them and it was a pleasant surprise for me since internet shoe shopping is typically not very accurate for me.",Great for zumba and ok for wide feet
B0009ZAHFE,6-Mar-13,4,7.5,M,Black,"My wife is a Zumba instructor and she purchased for her Zumba class.Her usual shoe size is 6.5, and after reading the reviews, she decided to get 7.5.It came with an extra shoe strings(dark gray color.)The fit was perfect with cotton socks and after adjusting the shoe string to her liking.(Initially, without the socks, she thought 7.5 was too long.)If the material were real leather(like Sansha's dance shoes) instead of man-make leather, she wouldhave rated this for 5 stars.She also likes Sansha's dance shoes, and she feels that this pair is as good as Sansha's.",purchased for zumba
B0009ZAHFE,6-Mar-12,4,10.5,M,Black,"I was concerned buying this shoe because of the variety of reviews but I am so happy I did. I have been using the shoes for Zumba class. There is enough support and flexibility but yet enough movement in the sole since Zumba is quick on your feet with so many pivots and turns. I noticed prior to getting the shoes, I was beginning to have some knee problems but not anymore. Just remember all the reports......you must get one size larger....no if's, and's or but's. I wear a 9.5 and purchased a 10.5 and I actually hesitated but I am so glad I did. Again this is a great shoe with a price that won't break your purse.",Wonderful shoe for the price!
B0009ZAHFE,24-Aug-14,5,9.5,M,White,I bought a  pair of black "Rockit" capezio's and a pair of white Fierce Dansneaker capezio's.  I ordered both one full size largerthan my normal shoes... The Black ones fit and the white ones were too small (tight).  I'm hoping another 1/2 size larger will do the trick.  I love the way these look and hope the exchange will work.,I love the way these look and hope the exchange will ...
B0009ZAHFE,11-Feb-14,5,14,M,Black/Red,"I was concerned with the sizing so I ordered a 14 (I wear a mens 12 and have B width) - They fit tightly but are OK - I would not want any smaller - because my feet are narrow I think makes a difference.  If you have a wide foot I'd suggest getting a 2 1/2 size greater than you normally wear, I like how they lace up tight so that the shoe fits well and does not roll.  They work well on both wood, tile, and concrete floors - no sticking or binding to the floor when I twist or turn - has helped my knees immensely - they are much lighter than any of the shoes I used and for dancing 2 1/2 hours the lightness makes a difference.  I like the relatively hard soles - neat how both the heal and front sole slide easily.I Think they are attractive - have received many questions on them - they look great - while called 'women dance' shoes my wife wound not get them even though they would be perfect for dancing (nothing really works for her) as they look too masculine!'I am very pleased with them - they had made a big difference in my dance comfort. (square dancing) - totally recommended.",Bought for Square Dancing - perfect!
B0009ZAHFE,1-Oct-14,4,10.5,M,Black/Red,"After seeing reviews that said you should order a full size larger, I went to the Capezio site for info on how to choose the right size, because dance shoes, such as ballet slippers, usually are bought one or two sizes smaller. I don't know why Capezio's sneakers run the opposite, but their site said to try a half size larger, so I did. I like the shoe, but my toes go to the very end. I will be exchanging this shoe for the larger size.",You need a full size larger in this sneaker
B0009ZAHFE,27-Nov-11,5,7,M,White,"I had bought a different shoe for Zumba, and they were hurting me, so I tried these after reading the reviews.  I'm happy to say that my feet are no longer hurting after Zumba (just the normal tired body).  I did have to get used to the easy way that they slide across the floor, since we work out on hardwood.  What I love, though, is that they're very lightweight and comfortable.  If I had the ability to be on toe pointe, I could do that in those shoes, too.  They make me feel like I""m an actual dancer, which I'm not.  I bought a size up as suggested by other reviewers, and I'm perfectly happy with them.  The extra $ for the different color is ridiculous to me, though, so I stuck with the white.",Lighweight and comfy
B0009ZAHFE,17-Jun-10,5,10,M,White,"I ordered these shoes with free super-saver shipping. There must be a nearby service center because the package arrived in 2 days. I am so delighted to receive these early! I shopped around for Zumba shoes and dance sneakers for a week before choosing this item - a stylish dance sneaker at a good price.  I really wanted red shoes, but found none in my size for a reasonable price that I liked. These came laced with black laces, and included a second pair of red shoe laces which ""add the flavour"" with the other red accents on the heel and tongue.  I ordered 1 size up from my street size based on other reviews and my medium width foot. The shoes looked small in the box, but are a perfect fit.  I will update my review after I Zumba in them for a week.",Great shoe for a great price.
B0009ZAHFE,16-Jul-15,4,10,M,Black,"I already own these and just bought another pair, so I obviously like them - they're great as a dance sneaker (supportive and don't stick to the floor) -  perhaps they look a little clunky, but they're the only ones I found in white - since I bought them before, I knew I had to order an entire size larger than my usual street shoe size (frustrating).",so I obviously like them - they're great as a dance sneaker (supportive ...
B0009ZAHFE,20-May-16,4,10.5,M,Black,"Great shoes for Zumba as there is flexibility in the soft fabric of the arch, however, order full size larger. Also, they do run a little narrow in the toe box. I will wear indoors as the fabric within the arch area could rip, get wet and dirty if worn outside.",Great shoes for Zumba as there is flexibility in the ...
B0009ZAHFE,26-Jan-13,5,10,M,Black,"After having participated in Zumba class a few times, I noticed that my running shoes were gripping the floor a bit too much to effectively follow the dance moves.  I read the reviews on these shoes and decided to give them a try,.  They really are great - have terrific arch support (which is important since I've battled plantars fascitis) and are comfy.  I'm glad that I followed the recommendations of the other reviewers, though.  I normally wear an 8 1/2 in a street shoe - and I ordered a 10 in these shoes, and they fit perfectly. I would not want to go smaller.",Great shoes for the price - just order a bigger size!
B0009ZAHFE,14-Jan-17,4,11,M,Black,"These shoes run a bit small. My usual shoe size is 10, and that was too short. Had to order an 11.",These shoes run a bit small. My usual shoe ...
B0009ZAHFE,25-Feb-14,5,11,M,Black,I have been taking line dancing classes and even joined a group.  I noticed several of the ladies were wearing these shoes.  They said it helped with the twisting and turning during the different dance routines.  I decided to purchase a pair and must say I am pleased with the comfort this shoe gives when dancing.  I certainly felt the difference from the regular tennis shoe I was wearing.  There is an arch inside the shoes that keep the feet from being flat footed.,Dance Sneaker
B0009ZAHFE,24-Jul-16,5,10,M,Black,I WEAR THESE FOR ZUMBA THEY ARE GREAT FOR THE LATERAL MOVES AND PIVOTING THEY DO NOT HURT MY FEET!!!!I DO HOWEVER ORDER 2 SIZES LARGER BECAUSE THEY RUN VERY SMALL AND WHEN MY FEET SWELL DUE TO THE EXERCISE I STILL FEEL COMFORTABLE IN THEM,I WEAR THESE FOR ZUMBA THEY ARE GREAT FOR THE LATERAL MOVES AND PIVOTING THEY DO NOT ...
B0009ZAHFE,8-Nov-15,4,3,M,Black,"Shipping was very fast and shoes are high quality...sizing is WAY off however! After reading reviews here, I got my daughter who wears a size 2 in sneakers a size 3 in these...I should have bought a 4! We had to have them, so I couldn't return them and we now have to shove and cram her foot into them.",RUNS VERY SMALL!
B0009ZAHFE,20-Aug-11,4,9,M,White,"The reviews suggested that I order a size up. I normally take an 8 but ordered the 8.5 as the 9 was not available in white. In retrospect, I should have ordered back but who knew? I take aerobics and zumba and they are fabulous. I can turn my leg out without hurting my knee, I can skate and gallop with ease across a wood floor and they still cushion the foot where it needs to be cushioned. After an hour of dancing, my feet don't hurt. I don't wear them on the street so as to preserve them, which I found is typical of the people in my classes. You will enjoy wearing them and your dancing should even improve (unless you were an expert to begin with - which I wasn't!).",Great for Zumba
B0009ZAHFE,6-Feb-16,5,9,M,Red,"Best choice ever! Pretty picky about Zumba shoes and I have to say 3rd times the charm!!  I ordered 1 size up and they fit perfect. They required no break in period . Good support, no rubbing and just enough slip that you are not torqueing your hips and knees. Will order again!",Best Zumba Shoe for the Money
B0009ZAHFE,18-Jun-14,4,8.5,M,Black,"I ordered these shoes an entire shoe size up as the sizing guide suggested. They were WAY too big for me! Luckily Amazon has a great return policy so I was able to exchange them for the right size. For reference, my normal shoe size is 7.5, I initially ordered 8.5, but I ended up exchanging them for the correct fit of a 8.  My recommendation is that you only size up HALF a shoe size from your normal ""street shoe"" size.",Great shoe once I got the fit right.
B0009ZAHFE,23-Oct-10,5,12,M,Black/Red,these shoes are great.  I was having knee problems from wearing regular tennis shoes.  Thought I was going to have quit going to zumba but the shoes made it possible to continue.  I would recomment these to anyone.  You do need to order them atleast a size bigger.,no more" zumba knee".
B0009ZAHFE,16-Nov-15,4,7.5,M,Black,They are a little small. I have not been able to wear them more than 30 mins total. I am losing weight and hope my feet will get a littlel small. They are still in the box.,They are a little small. I have not been ...
B0009ZAHFE,9-Nov-12,5,9,M,Black,"This is the second pair of Capezio's Dansneaker I've purchased.  Initially I purchased them for Zumba class and the comfort is amazing.  Having a condition called plantar faciitis, I have NO pain at all while wearing these shoes.  I agree with the other reviews in that I had to order a size larger than my street shoe size.  I typically wear a size 8 in street shoes so I ordered a 9 in the dansneaker and I am glad I did so.  I use one pair for Zumba class and the other for street shoes as long as there is no snow on the ground.  Thank you, Capezio & Amazon!!",Fits better than Cinderella's shoe!
B0009ZAHFE,7-Sep-10,5,10.5,M,Royal Blue,"I bought these shoes after my legs were hurting after Zumba class.  I was wearing cross trainer shoes and couldn't figure out why my legs kept hurting.  After reading the reviews about these dance shoes, I noticed someone else had the same problem after their Zumba workout and how these shoes made a difference.  I have noticed a BIG difference now after using these shoes.  They are flexible, comfortable and you can turn more easily then on regular workout shoes.  Another great piece of advice I read was to buy a size larger, which I did, and they fit nicely.  Love these shoes!",Great Zumba shoes!
B0009ZAHFE,5-Sep-13,4,8,M,White,This shoe was okay.  I was looking for a deeper arch as the dance shoes use to have but can't seem to find them any more.  I am wearing it and it is comfortable.  Being an instructor I have to have good quality shoes.  We will see how they hold up.,A good shoe
B0009ZAHFE,20-Apr-11,4,10,M,Black,"I am satisfied with the Capezio Womens DS11 Dance Sneaker.  I was told to order at least a size larger, however, I did not.  I chose to order 1/2 size larger.  I had to return the sneaker and order 1 size larger as previously suggested.This sneaker felt a little short, however if I had ordered 1 1/2 size larger it would have been too large.  I have noticed that after wearing the sneaker to class for almost a month the sneaker is stretching a little and feels better over time.This sneaker is light and easy to spin when dancing.  I would definitely refer this item for line dancing and zumba.",Dance Sneakers
B0009ZAHFE,9-Sep-11,4,11,M,Black,"I was glad that I found this shoes as Amazon had it with free shipping.  Got it for less than 35 bucks (shipped).  Anyway, I took to consideration all the comments and ordered one size up and it works beautifully.  I wish it's a bit wide though but it does not cost a major inconvenience for me.  I used it for my Zumba classes and it is great.  I used to control my movements because the tennis shoes I used to wear sticks to the floor and any wrong move may injure my knees.  With this one, I still have to do a bit of controlling but it's more on slipping depending on the dance floor surface.  In my case, it's a shiny wood flooring.",Pretty happy with this shoes but yes take one size up...
B0009ZAHFE,9-Mar-13,4,9,M,Black,"Super-lightweight, slippery on the bottom ( I like that), great for Zumba. Good arch support. Not too narrow, like some dance-shoes can be. Great price for them here on Amazon. The only reason I don't give five stars for these shoes is because they wear out quickly. But I love them. I've tried so many other shoes for Zumba, and these are the best for me. They do run small. Order up 1/2 - 1 size from your normal tennis shoe size. I wear and 8 in other shoes, ordered these in a 9, and have plenty of room for comfort.","Love these shoes, just wish they would last longer"
B0009ZAHFE,7-Dec-14,3,8,M,Red,"She's been using these for some time and has complained about slippage on linoleum flooring on occasion but continues to use them. Recently she's had a problem with plantar fasciitis which I would think should have been prevented were the shoe providing adequate support. They're durable. She does Zoomba classes in them. Lots of jumping, shuffling, and stepping.",Wife Satisfied
B0009ZAHFE,20-Oct-15,4,11,M,Black,"This is a hard review.  The shoes are well made and have great support, but they are not a good fit for my feet, I bought one size larger, but I think I could have gone even larger.  I am giving them a good score even though they don't fit well because they have some of the best support I can find.  I used to love Reebok's but they are removing lots of support from their aerobic, zumba and cross fit shoes and my Achilles tendon is not very happy about it.  So if you get them big enough, and you do Zumba or similar type of exercise I think you will love them.","The shoes are well made and have great support, but they are not a good fit ..."
B0009ZAHFE,15-Jan-16,1,8.5,M,Red,The shoes were too small. I went up a half size and they felt tighter than the smaller size.,Nice shoe but runs really small.
B0009ZAHFE,31-Jan-15,5,12,M,Black,"I bought these shoes for different fitness dance classes, currently I am taking a Celtic/Irish jig class. I just got the shoes today, haven't even worn them to class yet, but am certain they will be fabulous. I followed the recommendations of other reviewers and went up a size, and they fit perfect. I can't wait to wear them to dance class!!",Awesome for dance class
B0009ZAHFE,16-May-16,4,9,M,Red,"I bought these shoes and then saw them for a lower price...which made me annoyed. However, I have to say that even at the price I bought them, they were quite inexpensive as compared to store prices. Also, the fit perfectly.",which made me annoyed. However
B0009ZAHFE,1-Dec-13,4,9,M,Red,Great look and feel but i wish I had purchased these a 1/2 size bigger. They fit a little snugger than I would have liked. But they're nice shoes.,Love the look
B0009ZAHFE,27-Mar-16,3,12,M,Black,"Normally wear 10.5 to 11.  Ordered these in a size 12 and still too small.  Would recommend 2 full sizes larger.  Shoes were a lot more bulky looking than I expected, but otherwise OK.  Have to return and will look for something else.",Runs 2 sizes small and are bulky
B0009ZAHFE,20-Aug-15,3,8.5,M,Black,Only wear twice a week for a one hour Zumba class and after 20 to 30 minutes my foot starts to feel like its going to get a blister. The discomfort causes me to have to stop and rest my foot in class for a minute and then I resume but the discomfort continues. I think its a support issue.,Not supportive
B0009ZAHFE,31-Mar-14,3,9.5,M,White,"I read the reviews which said to order a full size larger than your shoe size, but didn't believe them.  I have a narrow foot and thought a half size larger would be enough.  Not so.  I sent them back.  The toe box area is narrow, but the back end of the shoe stuck out and made my feet look wide!  I thought they look ugly on my foot.  I'll continue to look for shoes more form fitting and correctly sized.",Small Toe box
B0009ZAHFE,26-Jan-13,4,9,M,Black,"I bought these shoes in size 10 without seeing that they run small and so I had to exchange them, I exchanged them for 11.5 and they fit perfectly. The only problem I have is my arches of my feet still hurt, but not as bad as when I wear my regular tennis shoes. I have bad arches and the jumping and balancing of Zumba really hurts my feet. I might just try getting some inserts to see if that helps. When I exchanged the shoes on Amazon thursday the new pair was at my front door Friday. It was Awesome!","Great shoe for Zumba, except maybe more arch support"
B0009ZAHFE,3-Mar-11,5,8.5,M,Red,"I was leaving my Zumba class with achy knees because the tread of my regular athletic shoes wouldn't allow me to turn or slide as easily as I needed to on the concrete floor.  So, I ordered these little guys (and they are small, so order at least one size up!) and I've had no aches or pains since.  The shoe bends completely in the middle because of the split sole, which gives me flexibility and adds a little bounce to my step, I think.  If you're looking for a shoe for a dance fitness class like Zumba, this one is a great choice!",Great Zumba shoes!
B0009ZAHFE,24-Jun-13,5,5.5,M,Black,"After reading reviews for a few days, I got a pair these for the wife for Zumba a few years ago.  Based on a consensus of reviews, I purchased 1.5 sizes too big (she wears a 7, so I got her an 8.5).  Fit PERFECTLY, so kudos to the consensus.  :-)Since that purchase, both of her Zumba classes have switched to these (which says a lot).  The wife has gone through three pairs of these, and won't even consider anything else.  (and again, that says a lot).",The wife goes through these like crazy!
B0009ZAHFE,21-Apr-11,4,6.5,M,Black,"I have worn capezio dance shoes for 50 years, so I trusted that these would live up to the same standard as those I had worn before.  I wear a 7 1/2 M, but after reading the reviews decided to order a full size larger than normal street shoes.  Even with the extra length, they are a bit short.  They also run a bit narrow and do not come in wide widths.  However, that said, I will keep them and wear them with tigts or thin socks.  The sole allows quite well for slides and turns and the shoe has very nice arch support.",sizing and utility
B0009ZAHFE,28-Jun-16,1,10,M,Black,I wear a size 9 shoe and the size10 was to small,One Star
B0009ZAHFE,10-Sep-14,5,10,M,White,"The shoe materials, shipping and everything was great!The only thing is to make sure you know the sizing.For example, my daughter is 5 years old and currently a size 13 in toddler sizes.For this brand I had to get a size 3 (in women's).",Needed for hip hop dance class!
B0009ZAHFE,22-Nov-14,3,4.5,M,Black,"The advertisement said the shoe size runs small, so I ordered one side up. I wear a size 9 and ordered a size 10. The length was perfect. I was so excited to get my dance sneakers for my Zumba class. When I tried them on with my socks, they were too tight. I am really sorry I had to return them. Hopefully, a wide size will be made one day.",Not wide enough to accomodate my feet
B0009ZAHFE,25-Sep-14,5,11,M,Black,"These are women's sized dance shoes.  But, they will fit a child.  Here's what you need to know:  They run small for women.  I actually ordered them for a child.  If ordering for a child, order two or two and a half sizes bigger than her normal child sized shoe.  So, for my child who is a 2.5 child size, I ended up with a 5 in these women's Capezios.",Sizing
B0009ZAHFE,16-Nov-16,4,9,M,Black,"Although a great shoe and well made,  for me it was too high around the ankle. For someone who likes this type of support it is a great quality dance shoe.","Too bulky, but good support"
B0009ZAHFE,24-Oct-16,5,8.5,M,Black,I went with other reviews that shoe ran small and order a half size up which fit fine.  They are light and provide alot of support. I use them for Zumba and love them!,Great shoes!
B0009ZAHFE,18-Aug-16,4,9,M,Red,Happy with these. I think I went up one whole size from my normal. I got 8.5 instead of 7.5 I believe and they fit well. If anything maybe a little snug in the width but not enough to be bothersome.,Shoooos
B0009ZAHFE,13-Mar-16,5,8.5,M,Black,"I had read the revues and people said to buy a couple sizes bigger that your usual size.I wear a size 7 and I wear an orthotics, I bought size 9 and they were perfect. I reordered 3 more pairs. They are awesome.",I bought size 9 and they were perfect. I reordered 3 more pairs
B0009ZAHFE,8-Dec-16,5,10,M,Black,The shoes fit well.  I have been using them for about a month and they are as good as any specialty dance shoe for Zumba that I have used previously.,I have been using them for about a month and they are as good as any specialty dance shoe for Zumba that I ...
B0009ZAHFE,27-Jun-14,5,8,M,White,I enjoyed wearing my Capezio Women's DS-11 Fierce Dance Sneaker in White last week for the first time since I purchased them.  I did exactly as others have recommended and I ordered a larger size and they fit like a dream.  The support that the shoe gives is excellent and I felt confident dancing in them.  I recommend Capezio Women's DS-11 without hesitation.,Capezio Women's DS-11 White Dance Sneaker is a HIT for me!
B0009ZAHFE,12-May-16,1,8,M,White,They didn't fit right and made me feel off balance,One Star
B0009ZAHFE,26-Sep-16,4,6,M,Black,This is the second pair I have purchased for my son. He used them for his Hip_Hop dance class. They do run small so be sure to order up al least a full size bigger;),This is the second pair I have purchased for my ...
B0009ZAHFE,14-Mar-11,1,11,M,White,"The arches are mesh and I tore a ligament in my foot doing zumba.  The bottons really slide and contort your foot in unnatural ways.  Some people have suggested wearing them outside to scuff up so they wouldn't slide so much.  I love zumba, but am out of it for at least 6 weeks.  The sizing for me was 1.5 sizes larger than I normally wear, which I learned from feed back and is true.",no arch support
B0009ZAHFE,21-Sep-11,5,10.5,M,Black/Red,"I really love these sneakers - it just took a couple tries to get the right size.  I read the reviews, which were all over the place regarding sizing on the sneakers.  My best guess based on the reviews was 1 1/2 sizes larger than my regular sneaker size.  I had to return them for 2 sizes larger (I wear a 9, these are an 11).Pretty ridiculous that dance-shoe-sizing should be so off-base from standard sizing.  The sneakers are great though.  Much easier to dance in than regular sneakers (I'm doing Zumba).",Great dance sneaker - watch the sizing though!
B0009ZAHFE,15-Feb-15,5,9,M,White,"I ordered online the same size I had before, but they're a bit smaller. I wear them for Zumba class only. Otherwise they are the best for dancing classes. Next time  I'm going to try them on in store.",Otherwise they are the best for dancing classes
B0009ZAHFE,22-Mar-13,5,9.5,M,Black,"This is my second pair. They have served me so well I decided to stick with the same brand and style. BEWARE: It is advised to order 1/2 size larger, but I had my first pair fitted in a dance apparel store and they are one and a half sizes larger than my street shoes. [9 1/2 for an 8 street shoe] Amazon definitely has the best price. $22 less than Capezio and $14 less than Zappos.",Love my dance sneakers
B0009ZAHFE,28-Jul-15,1,8.5,M,Black,these shoes are not true to size...a complete size difference!,Shoes need a full size bigger than normal shoe size
B0009ZAHFE,6-Jun-12,5,11,M,Black/Red,"I love to dance for exercise, but my living room is carpeted.  This causes a problem especially when I need to move my feet sideways.  These shoes are perfect.  They are not too slippery, but they move when you need to move them.  I read the reviews thatsaid that you need to order one size up from your regular shoes.  I did that, and the shoes fit perfectly!  I receivedthese today and have already used them for 2 hrs of dancing.  I am so pleased with these shoes that I am thinking of tryingZumba!",I LIKE these shoes
B0009ZAHFE,7-Mar-13,4,7,M,Black,"Received my shoes in a timely manner and overall a good product. I wear a 6 1/2 and bought a 7 which worked well in my Zumba class. Very light weight, comfortable and I didn't even notice them on my feet. One strange thing, they came with one short shoelace (which worked well) and one really long one (which was way too long and almost trippy). I replace them with the grey ones that also came with the shoes and they were the same length. Problem solved.",Shoes for Zumba
B0009ZAHFE,9-May-17,5,7.5,M,Black,So comfortable! I wear these shoes 3 to 4 days a week for Zumba. Ordered one size larger and they fit great.,Wish I had bought these last year!
B0009ZAHFE,16-Nov-15,5,7,M,Red,"Better dance shoes for me than those that I had. After reading reviews, I decided to order 7 because I usually wear 6.5 and fits well. I instruct dance for events with certain themes, and this pair goes well with beautiful clothing.",Better dance shoes for me than those that I had
B0009ZAHFE,1-Sep-11,5,7,M,White,"The Capezio Fierce Dansneaker is light and comfortable and doesn't cut into the ankle bone. The bottoms allow you to pivot and flex the foot, and there is great support in the arch and heel. The padding on the inside cradles your foot. These shoes are going to be great not only for dance practice, but for jazz or swing dancing, Jazzersize, and Zumba. Note: These shoes run about a size smaller than your normal size. I wear a size 6 street shoe, and size 7 fit me perfectly. I had tried this size on in a store previously, so I knew what size to order.",Great Dance Shoe!
B0009ZAHFE,5-Oct-14,5,12,M,Black,Excellent product. Fits great.  I do Hip Hop and Step Aerobics and they move with me.After a while I have to get inserts to keep my feet snug and together with my movesI have purchased this product a number of times. It seems to me a great design.I like the loop..I put my gym key there so I don't loose it.,EXCELLENT PRODUCT
B0009ZAHFE,24-Feb-12,1,7.5,M,Black,"I got the shoes ok, but I was completely surprised at how they fit! These shoes felt like a size 6 and they were supposed to be an 8. I HAD to send them back when my daughter who wears a 7 couldn't even get them on!",Size ran extremely small
B0009ZAHFE,5-Jan-16,5,9.5,M,Red,"My dance team swears by these shoes, we wear them in parades and they love them. When your walking or dancing in a lot of parades and you want a comfortable shoe this is the one. Without having to pay $80.00 for them.",we wear them in parades and they love them. When your walking or dancing in a ...
B0009ZAHFE,9-Jun-11,4,10.5,M,Black,"I purchased these for doing Zumba. They work very well. I had never owned any sort of dance sneaker in my life, however my knees were starting to hurt with my regular work out shoes. They don't hurt anymore after Zumba. They work well on both carpet and hardflooring. I ordered a size up as other reviews suggested and they fit perfectly. The only thing I would change would be less bulk. They aren't all that bulky, not any more so than a typical cross trainer or basic running shoe...but at the ankle they could be less I think. Overall a really good Zumba shoe.",KLS
B0009ZAHFE,1-Sep-16,5,7.5,M,Black,I bought these for my elderly mom.  She loves them because when she works out with elastic bands the bands don't slip off the shoe.  Very comfortable for her!,Very comfortable for her
B0009ZAHFE,25-Jun-15,1,9.5,M,Red,"SIZE WAS IN CORRECT AND SMALL , HAD TO RETURN",One Star
B0009ZAHFE,13-Jan-14,5,10.5,M,Black/Red,"These were replacement shoes. My first pair I now use for running around doing errands because after four years of zumba they split on the mesh sides. I am forced to always wear black socks with them. These new ones fit just like the old. They are light, flexible and stable on a wooden dance floor. I can glide, jump and stomp in them. Love my ZUMBA!!!!!!!!!!!!!!!!!!!!!!!!!!!!",Good light dance shoes
B0009ZAHFE,8-Dec-14,1,8.5,M,Red,don't fit my feet at all. very uncomfortable.,One Star
B0009ZAHFE,3-Sep-10,5,8.5,M,Black,"I love my capezio dance sneakers.  Got them for a zumba class because my regular athletic shoes kept screeching and catching on the wood floors, were bulky and heavy when trying to perform the moves.  These shoes are super light, very flexible, comfortable and I get compliments on the looks all the time.  You won't be disappointed at all.  Not to mention the price on Amazon cannot be beat...I did my research first.  Just remember to order a 1/2 size larger than your regular size and you'll be moving smoothly too.",Smooth Moves
B0009ZAHFE,23-Apr-15,4,9.5,M,Red,I needed shoes for my Zumba classes that had the ability to slide across the floor and with arch support as well as cradle my ankles.  These shoes have been able to do all three.  I hope that they come in another color besides black. I will probably purchase another pair.,I needed shoes for my Zumba classes that had the ...
B0009ZAHFE,31-Oct-14,4,10.5,M,Black,The shoe is comfortable but size is a tad small fit.,Fits somewhat small
B0009ZAHFE,22-Apr-14,4,10.5,M,Black,"These are great for dancing. They do not stick to certain floor surfaces like tennis shoes tend to do. Lightweight. The only issue I have is that I ordered my exact size and it fits smaller than what I'd expected. Someone told me to order up in size, but she was referencing a different brand.  I should have listened to her. It's not a big deal though.",Great for dancing.
B0009ZAHFE,31-May-15,5,8,M,Black,"These shoes run one size smaller.  I have been wearing a size 7 for decades.But, the other reviewers said to order up, so I did.  The size 8 fits very well.I walked alot  in these shoes the first time, I wore them.  My feet felt fine when I got home.",My feet felt fine when I got home
B0009ZAHFE,26-Jun-11,5,10,M,Black,"These shoes are just great! I am using them for Zumba, and wow what a difference it makes. I can spin around and rotate so much easier. I was always worried about tweaking my knee because regular sneakers stick to the floor. These don't do that at all. And they are so flexible and light weight. I was nervous buying shoes online, but these are perfect. I normally wear a 7 1/2 to an 8, but mostly an 8 and I bought a size 9. They were exactly the right size for me. I'm so happy I bought these shoes!",Awesome Shoes!!
B0009ZAHFE,20-Sep-13,4,10,M,Black,"I bought this shoe after committing to Zumba classes and seeing that others had on these type of dance shoes instead of regular sneakers. Yes, they do make a difference. It's much easier to pivot and slide in these. Again, like everyone says, they run small. I am a 8 1/2-9 street shoe size and purchased a 10 and they fit perfectly. I feel like I got a good buy for the price and would recommend.",Good shoe for Zumba
B0009ZAHFE,3-Mar-16,5,8.5,M,Black,"If your a line dancer like me,you will love them ...great suport If you want to look good in them forget it ,they are for working out ,they last a long time.bottoms never wear out...great","If your a line dancer like me, you will love them"
B0009ZAHFE,22-Oct-14,3,7.5,M,Black,I normally wear size 7. After I learned the shoes actually are small. I ordered size 71/2. Now my toes are bent on the top of the shoes. I definitely need to exchange to a size 8 ones. The shoes look worth for the money. I gave 3 stars because the size is unpredictable and they need to be exchanged.,I normally wear size 7. After I learned the ...
B0009ZAHFE,19-Aug-13,4,10,M,Black,"Generally I wear a size lady's 8.5 or 9, and only because a friend told me that the Capezio Women's DS 11 sizes run small and allowed me to try on her size 10 that fit me perfectly, I would have made a mistake in size and would have ordered a 9 that would have resulted in having to return and exchange. Thanks to my friend for ordering a size that fit me perfectly.Shirley Chaves",Shoe sizing is ???
B0009ZAHFE,23-Jan-13,3,13,M,White,"I wear a size 11 street shoe and purchased a 13.  It was a good fit, but the shoe itself was clunky, especially at the ankles.  I dance in  Black Bloch Boost DRT's and appreciate the sleekness of that shoe.  I thought I would give these a try since I am in search of a nice looking white pair of dance sneakers in addition to my black ones.  I sent these back to Amazon the next day with no problems from Amazon.  On to another pair.",The fit was good but the shoe looked clunky
B0009ZAHFE,16-Nov-15,5,8,M,Red,This shoe runs very small. I got 1.5 size up. It is comfortable. I wear it for my dance class.,It is comfortable. I wear it for my dance class
B0009ZAHFE,20-Nov-10,5,8.5,M,Black,I have been wearing these dance sneakers to Zumba class from the moment I received them. They are very comfortable and flexible and they do not get in your way with the footwork. I heeded the advise of other posters and purchased a size larger and they fit perfectly! I also have a wider and hard to fit foot and I have not had any issues with these shoes.In my opinion you can not go wrong with these sneakers.,Love these Dance Sneakers!
